orthogroup	module_Tadh	ct_Tadh	module_TrH2	ct_TrH2	module_Hhon	ct_Hhon	module_HoiH23	ct_HoiH23
OG_5725	Tadh.mediumpurple3	peptidergic	TrH2.lightsteelblue1	epithelia	Hhon.cyan	epithelia	HoiH23.cyan	gland
OG_5725	Tadh.mediumpurple3	peptidergic	TrH2.lightsteelblue1	epithelia	Hhon.cyan	epithelia	HoiH23.salmon	gland
OG_5725	Tadh.mediumpurple3	peptidergic	TrH2.lightsteelblue1	epithelia	Hhon.cyan	epithelia	HoiH23.sienna3	gland
OG_5725	Tadh.lightcyan	epithelia_gland_like	TrH2.lightsteelblue1	epithelia	Hhon.magenta	peptidergic	HoiH23.darkred	peptidergic
OG_5725	Tadh.lightcyan	epithelia_gland_like	TrH2.lightsteelblue1	epithelia	Hhon.magenta	peptidergic	HoiH23.darkslateblue	epithelia
OG_5725	Tadh.lightcyan	epithelia_gland_like	TrH2.lightsteelblue1	epithelia	Hhon.magenta	peptidergic	HoiH23.greenyellow	peptidergic
OG_5725	Tadh.lightcyan	epithelia_gland_like	TrH2.lightsteelblue1	epithelia	Hhon.magenta	peptidergic	HoiH23.orangered4	peptidergic
OG_5725	Tadh.lightcyan	epithelia_gland_like	TrH2.lightsteelblue1	epithelia	Hhon.magenta	peptidergic	HoiH23.cyan	gland
OG_5725	Tadh.lightcyan	epithelia_gland_like	TrH2.lightsteelblue1	epithelia	Hhon.magenta	peptidergic	HoiH23.salmon	gland
OG_5725	Tadh.lightcyan	epithelia_gland_like	TrH2.lightsteelblue1	epithelia	Hhon.magenta	peptidergic	HoiH23.sienna3	gland
OG_5725	Tadh.saddlebrown	epithelia	TrH2.red	peptidergic	Hhon.cyan	epithelia	HoiH23.darkred	peptidergic
OG_5725	Tadh.saddlebrown	epithelia	TrH2.red	peptidergic	Hhon.cyan	epithelia	HoiH23.darkslateblue	epithelia
OG_5725	Tadh.saddlebrown	epithelia	TrH2.red	peptidergic	Hhon.cyan	epithelia	HoiH23.greenyellow	peptidergic
OG_5725	Tadh.saddlebrown	epithelia	TrH2.red	peptidergic	Hhon.cyan	epithelia	HoiH23.orangered4	peptidergic
OG_5725	Tadh.saddlebrown	epithelia	TrH2.red	peptidergic	Hhon.cyan	epithelia	HoiH23.cyan	gland
OG_5725	Tadh.saddlebrown	epithelia	TrH2.red	peptidergic	Hhon.cyan	epithelia	HoiH23.salmon	gland
OG_5725	Tadh.saddlebrown	epithelia	TrH2.red	peptidergic	Hhon.cyan	epithelia	HoiH23.sienna3	gland
OG_5725	Tadh.orange	peptidergic	TrH2.lightsteelblue1	epithelia	Hhon.darkgreen	unknown_1	HoiH23.darkred	peptidergic
OG_5725	Tadh.orange	peptidergic	TrH2.lightsteelblue1	epithelia	Hhon.darkgreen	unknown_1	HoiH23.darkslateblue	epithelia
OG_5725	Tadh.orange	peptidergic	TrH2.lightsteelblue1	epithelia	Hhon.darkgreen	unknown_1	HoiH23.greenyellow	peptidergic
OG_5725	Tadh.orange	peptidergic	TrH2.lightsteelblue1	epithelia	Hhon.darkgreen	unknown_1	HoiH23.orangered4	peptidergic
OG_5725	Tadh.orange	peptidergic	TrH2.lightsteelblue1	epithelia	Hhon.darkgreen	unknown_1	HoiH23.cyan	gland
OG_5725	Tadh.orange	peptidergic	TrH2.lightsteelblue1	epithelia	Hhon.darkgreen	unknown_1	HoiH23.salmon	gland
OG_5725	Tadh.orange	peptidergic	TrH2.lightsteelblue1	epithelia	Hhon.darkgreen	unknown_1	HoiH23.sienna3	gland
OG_5725	Tadh.saddlebrown	epithelia	TrH2.red	peptidergic	Hhon.darkgreen	unknown_1	HoiH23.darkred	peptidergic
OG_5725	Tadh.saddlebrown	epithelia	TrH2.red	peptidergic	Hhon.darkgreen	unknown_1	HoiH23.darkslateblue	epithelia
OG_5725	Tadh.saddlebrown	epithelia	TrH2.red	peptidergic	Hhon.darkgreen	unknown_1	HoiH23.greenyellow	peptidergic
OG_5725	Tadh.saddlebrown	epithelia	TrH2.red	peptidergic	Hhon.darkgreen	unknown_1	HoiH23.orangered4	peptidergic
OG_5725	Tadh.saddlebrown	epithelia	TrH2.red	peptidergic	Hhon.darkgreen	unknown_1	HoiH23.cyan	gland
OG_5725	Tadh.saddlebrown	epithelia	TrH2.red	peptidergic	Hhon.darkgreen	unknown_1	HoiH23.salmon	gland
OG_5725	Tadh.saddlebrown	epithelia	TrH2.red	peptidergic	Hhon.darkgreen	unknown_1	HoiH23.sienna3	gland
OG_5725	Tadh.saddlebrown	epithelia	TrH2.pink	unknown_1	Hhon.white	peptidergic	HoiH23.darkred	peptidergic
OG_5725	Tadh.saddlebrown	epithelia	TrH2.pink	unknown_1	Hhon.white	peptidergic	HoiH23.darkslateblue	epithelia
OG_5725	Tadh.saddlebrown	epithelia	TrH2.pink	unknown_1	Hhon.white	peptidergic	HoiH23.greenyellow	peptidergic
OG_5725	Tadh.saddlebrown	epithelia	TrH2.pink	unknown_1	Hhon.white	peptidergic	HoiH23.orangered4	peptidergic
OG_5725	Tadh.saddlebrown	epithelia	TrH2.pink	unknown_1	Hhon.white	peptidergic	HoiH23.cyan	gland
OG_5725	Tadh.saddlebrown	epithelia	TrH2.pink	unknown_1	Hhon.white	peptidergic	HoiH23.salmon	gland
OG_5725	Tadh.saddlebrown	epithelia	TrH2.pink	unknown_1	Hhon.white	peptidergic	HoiH23.sienna3	gland
OG_5725	Tadh.darkturquoise	epithelia_gland_like	TrH2.lightsteelblue1	epithelia	Hhon.floralwhite	peptidergic	HoiH23.darkred	peptidergic
OG_5725	Tadh.darkturquoise	epithelia_gland_like	TrH2.lightsteelblue1	epithelia	Hhon.floralwhite	peptidergic	HoiH23.darkslateblue	epithelia
OG_5725	Tadh.darkturquoise	epithelia_gland_like	TrH2.lightsteelblue1	epithelia	Hhon.floralwhite	peptidergic	HoiH23.greenyellow	peptidergic
OG_5725	Tadh.darkturquoise	epithelia_gland_like	TrH2.lightsteelblue1	epithelia	Hhon.floralwhite	peptidergic	HoiH23.orangered4	peptidergic
OG_5725	Tadh.darkturquoise	epithelia_gland_like	TrH2.lightsteelblue1	epithelia	Hhon.floralwhite	peptidergic	HoiH23.cyan	gland
OG_5725	Tadh.darkturquoise	epithelia_gland_like	TrH2.lightsteelblue1	epithelia	Hhon.floralwhite	peptidergic	HoiH23.salmon	gland
OG_5725	Tadh.darkturquoise	epithelia_gland_like	TrH2.lightsteelblue1	epithelia	Hhon.floralwhite	peptidergic	HoiH23.sienna3	gland
OG_5725	Tadh.lightcyan	epithelia_gland_like	TrH2.red	peptidergic	Hhon.greenyellow	gland	HoiH23.darkred	peptidergic
OG_5725	Tadh.lightcyan	epithelia_gland_like	TrH2.red	peptidergic	Hhon.greenyellow	gland	HoiH23.darkslateblue	epithelia
OG_5725	Tadh.lightcyan	epithelia_gland_like	TrH2.red	peptidergic	Hhon.greenyellow	gland	HoiH23.greenyellow	peptidergic
OG_5725	Tadh.lightcyan	epithelia_gland_like	TrH2.red	peptidergic	Hhon.greenyellow	gland	HoiH23.orangered4	peptidergic
OG_5725	Tadh.lightcyan	epithelia_gland_like	TrH2.red	peptidergic	Hhon.greenyellow	gland	HoiH23.cyan	gland
OG_5725	Tadh.lightcyan	epithelia_gland_like	TrH2.red	peptidergic	Hhon.greenyellow	gland	HoiH23.salmon	gland
OG_5725	Tadh.lightcyan	epithelia_gland_like	TrH2.red	peptidergic	Hhon.greenyellow	gland	HoiH23.sienna3	gland
OG_5725	Tadh.lightcyan	epithelia_gland_like	TrH2.red	peptidergic	Hhon.cyan	epithelia	HoiH23.darkred	peptidergic
OG_5725	Tadh.lightcyan	epithelia_gland_like	TrH2.red	peptidergic	Hhon.cyan	epithelia	HoiH23.darkslateblue	epithelia
OG_5725	Tadh.lightcyan	epithelia_gland_like	TrH2.red	peptidergic	Hhon.cyan	epithelia	HoiH23.greenyellow	peptidergic
OG_5725	Tadh.lightcyan	epithelia_gland_like	TrH2.red	peptidergic	Hhon.cyan	epithelia	HoiH23.orangered4	peptidergic
OG_5725	Tadh.lightcyan	epithelia_gland_like	TrH2.red	peptidergic	Hhon.cyan	epithelia	HoiH23.cyan	gland
OG_5725	Tadh.lightcyan	epithelia_gland_like	TrH2.red	peptidergic	Hhon.cyan	epithelia	HoiH23.salmon	gland
OG_5725	Tadh.lightcyan	epithelia_gland_like	TrH2.red	peptidergic	Hhon.cyan	epithelia	HoiH23.sienna3	gland
OG_5725	Tadh.lightcyan	epithelia_gland_like	TrH2.pink	unknown_1	Hhon.cyan	epithelia	HoiH23.darkred	peptidergic
OG_5725	Tadh.lightcyan	epithelia_gland_like	TrH2.pink	unknown_1	Hhon.cyan	epithelia	HoiH23.darkslateblue	epithelia
OG_5725	Tadh.lightcyan	epithelia_gland_like	TrH2.pink	unknown_1	Hhon.cyan	epithelia	HoiH23.greenyellow	peptidergic
OG_5725	Tadh.lightcyan	epithelia_gland_like	TrH2.pink	unknown_1	Hhon.cyan	epithelia	HoiH23.orangered4	peptidergic
OG_5725	Tadh.lightcyan	epithelia_gland_like	TrH2.pink	unknown_1	Hhon.cyan	epithelia	HoiH23.cyan	gland
OG_5725	Tadh.lightcyan	epithelia_gland_like	TrH2.pink	unknown_1	Hhon.cyan	epithelia	HoiH23.salmon	gland
OG_5725	Tadh.lightcyan	epithelia_gland_like	TrH2.pink	unknown_1	Hhon.cyan	epithelia	HoiH23.sienna3	gland
OG_5725	Tadh.saddlebrown	epithelia	TrH2.pink	unknown_1	Hhon.cyan	epithelia	HoiH23.darkred	peptidergic
OG_5725	Tadh.saddlebrown	epithelia	TrH2.pink	unknown_1	Hhon.cyan	epithelia	HoiH23.darkslateblue	epithelia
OG_5725	Tadh.saddlebrown	epithelia	TrH2.pink	unknown_1	Hhon.cyan	epithelia	HoiH23.greenyellow	peptidergic
OG_5725	Tadh.saddlebrown	epithelia	TrH2.pink	unknown_1	Hhon.cyan	epithelia	HoiH23.orangered4	peptidergic
OG_5725	Tadh.saddlebrown	epithelia	TrH2.pink	unknown_1	Hhon.cyan	epithelia	HoiH23.cyan	gland
OG_5725	Tadh.saddlebrown	epithelia	TrH2.pink	unknown_1	Hhon.cyan	epithelia	HoiH23.salmon	gland
OG_5725	Tadh.saddlebrown	epithelia	TrH2.pink	unknown_1	Hhon.cyan	epithelia	HoiH23.sienna3	gland
OG_5725	Tadh.saddlebrown	epithelia	TrH2.darkorange2	peptidergic	Hhon.cyan	epithelia	HoiH23.darkred	peptidergic
OG_5725	Tadh.saddlebrown	epithelia	TrH2.darkorange2	peptidergic	Hhon.cyan	epithelia	HoiH23.darkslateblue	epithelia
OG_5725	Tadh.saddlebrown	epithelia	TrH2.darkorange2	peptidergic	Hhon.cyan	epithelia	HoiH23.greenyellow	peptidergic
OG_5725	Tadh.saddlebrown	epithelia	TrH2.darkorange2	peptidergic	Hhon.cyan	epithelia	HoiH23.orangered4	peptidergic
OG_5725	Tadh.saddlebrown	epithelia	TrH2.darkorange2	peptidergic	Hhon.cyan	epithelia	HoiH23.cyan	gland
OG_5725	Tadh.saddlebrown	epithelia	TrH2.darkorange2	peptidergic	Hhon.cyan	epithelia	HoiH23.salmon	gland
OG_5725	Tadh.saddlebrown	epithelia	TrH2.darkorange2	peptidergic	Hhon.cyan	epithelia	HoiH23.sienna3	gland
OG_5725	Tadh.orange	peptidergic	TrH2.pink	unknown_1	Hhon.white	peptidergic	HoiH23.darkred	peptidergic
OG_5725	Tadh.orange	peptidergic	TrH2.pink	unknown_1	Hhon.white	peptidergic	HoiH23.darkslateblue	epithelia
OG_5725	Tadh.orange	peptidergic	TrH2.pink	unknown_1	Hhon.white	peptidergic	HoiH23.greenyellow	peptidergic
OG_5725	Tadh.orange	peptidergic	TrH2.pink	unknown_1	Hhon.white	peptidergic	HoiH23.orangered4	peptidergic
OG_5725	Tadh.orange	peptidergic	TrH2.pink	unknown_1	Hhon.white	peptidergic	HoiH23.cyan	gland
OG_5725	Tadh.orange	peptidergic	TrH2.pink	unknown_1	Hhon.white	peptidergic	HoiH23.salmon	gland
OG_5725	Tadh.orange	peptidergic	TrH2.pink	unknown_1	Hhon.white	peptidergic	HoiH23.sienna3	gland
OG_5725	Tadh.lightcyan	epithelia_gland_like	TrH2.grey60	peptidergic	Hhon.magenta	peptidergic	HoiH23.darkred	peptidergic
OG_5725	Tadh.lightcyan	epithelia_gland_like	TrH2.grey60	peptidergic	Hhon.magenta	peptidergic	HoiH23.darkslateblue	epithelia
OG_5725	Tadh.lightcyan	epithelia_gland_like	TrH2.grey60	peptidergic	Hhon.magenta	peptidergic	HoiH23.greenyellow	peptidergic
OG_5725	Tadh.lightcyan	epithelia_gland_like	TrH2.grey60	peptidergic	Hhon.magenta	peptidergic	HoiH23.orangered4	peptidergic
OG_5725	Tadh.lightcyan	epithelia_gland_like	TrH2.grey60	peptidergic	Hhon.magenta	peptidergic	HoiH23.cyan	gland
OG_5725	Tadh.lightcyan	epithelia_gland_like	TrH2.grey60	peptidergic	Hhon.magenta	peptidergic	HoiH23.salmon	gland
OG_5725	Tadh.lightcyan	epithelia_gland_like	TrH2.grey60	peptidergic	Hhon.magenta	peptidergic	HoiH23.sienna3	gland
OG_5725	Tadh.orange	peptidergic	TrH2.pink	unknown_1	Hhon.white	peptidergic	HoiH23.darkred	peptidergic
OG_5725	Tadh.orange	peptidergic	TrH2.pink	unknown_1	Hhon.white	peptidergic	HoiH23.darkslateblue	epithelia
OG_5725	Tadh.orange	peptidergic	TrH2.pink	unknown_1	Hhon.white	peptidergic	HoiH23.greenyellow	peptidergic
OG_5725	Tadh.orange	peptidergic	TrH2.pink	unknown_1	Hhon.white	peptidergic	HoiH23.orangered4	peptidergic
OG_5725	Tadh.orange	peptidergic	TrH2.pink	unknown_1	Hhon.white	peptidergic	HoiH23.cyan	gland
OG_5725	Tadh.orange	peptidergic	TrH2.pink	unknown_1	Hhon.white	peptidergic	HoiH23.salmon	gland
OG_5725	Tadh.orange	peptidergic	TrH2.pink	unknown_1	Hhon.white	peptidergic	HoiH23.sienna3	gland
OG_5725	Tadh.orange	peptidergic	TrH2.darkorange2	peptidergic	Hhon.darkgreen	unknown_1	HoiH23.darkred	peptidergic
OG_5725	Tadh.orange	peptidergic	TrH2.darkorange2	peptidergic	Hhon.darkgreen	unknown_1	HoiH23.darkslateblue	epithelia
OG_5725	Tadh.orange	peptidergic	TrH2.darkorange2	peptidergic	Hhon.darkgreen	unknown_1	HoiH23.greenyellow	peptidergic
OG_5725	Tadh.orange	peptidergic	TrH2.darkorange2	peptidergic	Hhon.darkgreen	unknown_1	HoiH23.orangered4	peptidergic
OG_5725	Tadh.orange	peptidergic	TrH2.darkorange2	peptidergic	Hhon.darkgreen	unknown_1	HoiH23.cyan	gland
OG_5725	Tadh.orange	peptidergic	TrH2.darkorange2	peptidergic	Hhon.darkgreen	unknown_1	HoiH23.salmon	gland
OG_5725	Tadh.orange	peptidergic	TrH2.darkorange2	peptidergic	Hhon.darkgreen	unknown_1	HoiH23.sienna3	gland
OG_5725	Tadh.orange	peptidergic	TrH2.pink	unknown_1	Hhon.cyan	epithelia	HoiH23.darkred	peptidergic
OG_5725	Tadh.orange	peptidergic	TrH2.pink	unknown_1	Hhon.cyan	epithelia	HoiH23.darkslateblue	epithelia
OG_5725	Tadh.orange	peptidergic	TrH2.pink	unknown_1	Hhon.cyan	epithelia	HoiH23.greenyellow	peptidergic
OG_5725	Tadh.orange	peptidergic	TrH2.pink	unknown_1	Hhon.cyan	epithelia	HoiH23.orangered4	peptidergic
OG_5725	Tadh.orange	peptidergic	TrH2.pink	unknown_1	Hhon.cyan	epithelia	HoiH23.cyan	gland
OG_5725	Tadh.orange	peptidergic	TrH2.pink	unknown_1	Hhon.cyan	epithelia	HoiH23.salmon	gland
OG_5725	Tadh.orange	peptidergic	TrH2.pink	unknown_1	Hhon.cyan	epithelia	HoiH23.sienna3	gland
OG_5725	Tadh.saddlebrown	epithelia	TrH2.red	peptidergic	Hhon.cyan	epithelia	HoiH23.darkred	peptidergic
OG_5725	Tadh.saddlebrown	epithelia	TrH2.red	peptidergic	Hhon.cyan	epithelia	HoiH23.darkslateblue	epithelia
OG_5725	Tadh.saddlebrown	epithelia	TrH2.red	peptidergic	Hhon.cyan	epithelia	HoiH23.greenyellow	peptidergic
OG_5725	Tadh.saddlebrown	epithelia	TrH2.red	peptidergic	Hhon.cyan	epithelia	HoiH23.orangered4	peptidergic
OG_5725	Tadh.saddlebrown	epithelia	TrH2.red	peptidergic	Hhon.cyan	epithelia	HoiH23.cyan	gland
OG_5725	Tadh.saddlebrown	epithelia	TrH2.red	peptidergic	Hhon.cyan	epithelia	HoiH23.salmon	gland
OG_5725	Tadh.saddlebrown	epithelia	TrH2.red	peptidergic	Hhon.cyan	epithelia	HoiH23.sienna3	gland
OG_5725	Tadh.orange	peptidergic	TrH2.darkorange2	peptidergic	Hhon.white	peptidergic	HoiH23.darkred	peptidergic
OG_5725	Tadh.orange	peptidergic	TrH2.darkorange2	peptidergic	Hhon.white	peptidergic	HoiH23.darkslateblue	epithelia
OG_5725	Tadh.orange	peptidergic	TrH2.darkorange2	peptidergic	Hhon.white	peptidergic	HoiH23.greenyellow	peptidergic
OG_5725	Tadh.orange	peptidergic	TrH2.darkorange2	peptidergic	Hhon.white	peptidergic	HoiH23.orangered4	peptidergic
OG_5725	Tadh.orange	peptidergic	TrH2.darkorange2	peptidergic	Hhon.white	peptidergic	HoiH23.cyan	gland
OG_5725	Tadh.orange	peptidergic	TrH2.darkorange2	peptidergic	Hhon.white	peptidergic	HoiH23.salmon	gland
OG_5725	Tadh.orange	peptidergic	TrH2.darkorange2	peptidergic	Hhon.white	peptidergic	HoiH23.sienna3	gland
OG_5725	Tadh.darkturquoise	epithelia_gland_like	TrH2.grey60	peptidergic	Hhon.cyan	epithelia	HoiH23.darkred	peptidergic
OG_5725	Tadh.darkturquoise	epithelia_gland_like	TrH2.grey60	peptidergic	Hhon.cyan	epithelia	HoiH23.darkslateblue	epithelia
OG_5725	Tadh.darkturquoise	epithelia_gland_like	TrH2.grey60	peptidergic	Hhon.cyan	epithelia	HoiH23.greenyellow	peptidergic
OG_5725	Tadh.darkturquoise	epithelia_gland_like	TrH2.grey60	peptidergic	Hhon.cyan	epithelia	HoiH23.orangered4	peptidergic
OG_5725	Tadh.darkturquoise	epithelia_gland_like	TrH2.grey60	peptidergic	Hhon.cyan	epithelia	HoiH23.cyan	gland
OG_5725	Tadh.darkturquoise	epithelia_gland_like	TrH2.grey60	peptidergic	Hhon.cyan	epithelia	HoiH23.salmon	gland
OG_5725	Tadh.darkturquoise	epithelia_gland_like	TrH2.grey60	peptidergic	Hhon.cyan	epithelia	HoiH23.sienna3	gland
OG_5725	Tadh.orange	peptidergic	TrH2.lightsteelblue1	epithelia	Hhon.floralwhite	peptidergic	HoiH23.darkred	peptidergic
OG_5725	Tadh.orange	peptidergic	TrH2.lightsteelblue1	epithelia	Hhon.floralwhite	peptidergic	HoiH23.darkslateblue	epithelia
OG_5725	Tadh.orange	peptidergic	TrH2.lightsteelblue1	epithelia	Hhon.floralwhite	peptidergic	HoiH23.greenyellow	peptidergic
OG_5725	Tadh.orange	peptidergic	TrH2.lightsteelblue1	epithelia	Hhon.floralwhite	peptidergic	HoiH23.orangered4	peptidergic
OG_5725	Tadh.orange	peptidergic	TrH2.lightsteelblue1	epithelia	Hhon.floralwhite	peptidergic	HoiH23.cyan	gland
OG_5725	Tadh.orange	peptidergic	TrH2.lightsteelblue1	epithelia	Hhon.floralwhite	peptidergic	HoiH23.salmon	gland
OG_5725	Tadh.orange	peptidergic	TrH2.lightsteelblue1	epithelia	Hhon.floralwhite	peptidergic	HoiH23.sienna3	gland
OG_5725	Tadh.lightcyan	epithelia_gland_like	TrH2.grey60	peptidergic	Hhon.greenyellow	gland	HoiH23.darkred	peptidergic
OG_5725	Tadh.lightcyan	epithelia_gland_like	TrH2.grey60	peptidergic	Hhon.greenyellow	gland	HoiH23.darkslateblue	epithelia
OG_5725	Tadh.lightcyan	epithelia_gland_like	TrH2.grey60	peptidergic	Hhon.greenyellow	gland	HoiH23.greenyellow	peptidergic
OG_5725	Tadh.lightcyan	epithelia_gland_like	TrH2.grey60	peptidergic	Hhon.greenyellow	gland	HoiH23.orangered4	peptidergic
OG_5725	Tadh.lightcyan	epithelia_gland_like	TrH2.grey60	peptidergic	Hhon.greenyellow	gland	HoiH23.cyan	gland
OG_5725	Tadh.lightcyan	epithelia_gland_like	TrH2.grey60	peptidergic	Hhon.greenyellow	gland	HoiH23.salmon	gland
OG_5725	Tadh.lightcyan	epithelia_gland_like	TrH2.grey60	peptidergic	Hhon.greenyellow	gland	HoiH23.sienna3	gland
OG_5725	Tadh.lightcyan	epithelia_gland_like	TrH2.grey60	peptidergic	Hhon.darkgreen	unknown_1	HoiH23.darkred	peptidergic
OG_5725	Tadh.lightcyan	epithelia_gland_like	TrH2.grey60	peptidergic	Hhon.darkgreen	unknown_1	HoiH23.darkslateblue	epithelia
OG_5725	Tadh.lightcyan	epithelia_gland_like	TrH2.grey60	peptidergic	Hhon.darkgreen	unknown_1	HoiH23.greenyellow	peptidergic
OG_5725	Tadh.lightcyan	epithelia_gland_like	TrH2.grey60	peptidergic	Hhon.darkgreen	unknown_1	HoiH23.orangered4	peptidergic
OG_5725	Tadh.lightcyan	epithelia_gland_like	TrH2.grey60	peptidergic	Hhon.darkgreen	unknown_1	HoiH23.cyan	gland
OG_5725	Tadh.lightcyan	epithelia_gland_like	TrH2.grey60	peptidergic	Hhon.darkgreen	unknown_1	HoiH23.salmon	gland
OG_5725	Tadh.lightcyan	epithelia_gland_like	TrH2.grey60	peptidergic	Hhon.darkgreen	unknown_1	HoiH23.sienna3	gland
OG_5725	Tadh.orange	peptidergic	TrH2.grey60	peptidergic	Hhon.cyan	epithelia	HoiH23.darkred	peptidergic
OG_5725	Tadh.orange	peptidergic	TrH2.grey60	peptidergic	Hhon.cyan	epithelia	HoiH23.darkslateblue	epithelia
OG_5725	Tadh.orange	peptidergic	TrH2.grey60	peptidergic	Hhon.cyan	epithelia	HoiH23.greenyellow	peptidergic
OG_5725	Tadh.orange	peptidergic	TrH2.grey60	peptidergic	Hhon.cyan	epithelia	HoiH23.orangered4	peptidergic
OG_5725	Tadh.orange	peptidergic	TrH2.grey60	peptidergic	Hhon.cyan	epithelia	HoiH23.cyan	gland
OG_5725	Tadh.orange	peptidergic	TrH2.grey60	peptidergic	Hhon.cyan	epithelia	HoiH23.salmon	gland
OG_5725	Tadh.orange	peptidergic	TrH2.grey60	peptidergic	Hhon.cyan	epithelia	HoiH23.sienna3	gland
OG_5725	Tadh.mediumpurple3	peptidergic	TrH2.red	peptidergic	Hhon.floralwhite	peptidergic	HoiH23.darkred	peptidergic
OG_5725	Tadh.mediumpurple3	peptidergic	TrH2.red	peptidergic	Hhon.floralwhite	peptidergic	HoiH23.darkslateblue	epithelia
OG_5725	Tadh.mediumpurple3	peptidergic	TrH2.red	peptidergic	Hhon.floralwhite	peptidergic	HoiH23.greenyellow	peptidergic
OG_5725	Tadh.mediumpurple3	peptidergic	TrH2.red	peptidergic	Hhon.floralwhite	peptidergic	HoiH23.orangered4	peptidergic
OG_5725	Tadh.mediumpurple3	peptidergic	TrH2.red	peptidergic	Hhon.floralwhite	peptidergic	HoiH23.cyan	gland
OG_5725	Tadh.mediumpurple3	peptidergic	TrH2.red	peptidergic	Hhon.floralwhite	peptidergic	HoiH23.salmon	gland
OG_5725	Tadh.mediumpurple3	peptidergic	TrH2.red	peptidergic	Hhon.floralwhite	peptidergic	HoiH23.sienna3	gland
OG_5725	Tadh.mediumpurple3	peptidergic	TrH2.red	peptidergic	Hhon.magenta	peptidergic	HoiH23.darkred	peptidergic
OG_5725	Tadh.mediumpurple3	peptidergic	TrH2.red	peptidergic	Hhon.magenta	peptidergic	HoiH23.darkslateblue	epithelia
OG_5725	Tadh.mediumpurple3	peptidergic	TrH2.red	peptidergic	Hhon.magenta	peptidergic	HoiH23.greenyellow	peptidergic
OG_5725	Tadh.mediumpurple3	peptidergic	TrH2.red	peptidergic	Hhon.magenta	peptidergic	HoiH23.orangered4	peptidergic
OG_5725	Tadh.mediumpurple3	peptidergic	TrH2.red	peptidergic	Hhon.magenta	peptidergic	HoiH23.cyan	gland
OG_5725	Tadh.mediumpurple3	peptidergic	TrH2.red	peptidergic	Hhon.magenta	peptidergic	HoiH23.salmon	gland
OG_5725	Tadh.mediumpurple3	peptidergic	TrH2.red	peptidergic	Hhon.magenta	peptidergic	HoiH23.sienna3	gland
OG_5725	Tadh.orange	peptidergic	TrH2.lightsteelblue1	epithelia	Hhon.magenta	peptidergic	HoiH23.darkred	peptidergic
OG_5725	Tadh.orange	peptidergic	TrH2.lightsteelblue1	epithelia	Hhon.magenta	peptidergic	HoiH23.darkslateblue	epithelia
OG_5725	Tadh.orange	peptidergic	TrH2.lightsteelblue1	epithelia	Hhon.magenta	peptidergic	HoiH23.greenyellow	peptidergic
OG_5725	Tadh.orange	peptidergic	TrH2.lightsteelblue1	epithelia	Hhon.magenta	peptidergic	HoiH23.orangered4	peptidergic
OG_5725	Tadh.orange	peptidergic	TrH2.lightsteelblue1	epithelia	Hhon.magenta	peptidergic	HoiH23.cyan	gland
OG_5725	Tadh.orange	peptidergic	TrH2.lightsteelblue1	epithelia	Hhon.magenta	peptidergic	HoiH23.salmon	gland
OG_5725	Tadh.orange	peptidergic	TrH2.lightsteelblue1	epithelia	Hhon.magenta	peptidergic	HoiH23.sienna3	gland
OG_5725	Tadh.mediumpurple3	peptidergic	TrH2.darkorange2	peptidergic	Hhon.darkgreen	unknown_1	HoiH23.darkred	peptidergic
OG_5725	Tadh.mediumpurple3	peptidergic	TrH2.darkorange2	peptidergic	Hhon.darkgreen	unknown_1	HoiH23.darkslateblue	epithelia
OG_5725	Tadh.mediumpurple3	peptidergic	TrH2.darkorange2	peptidergic	Hhon.darkgreen	unknown_1	HoiH23.greenyellow	peptidergic
OG_5725	Tadh.mediumpurple3	peptidergic	TrH2.darkorange2	peptidergic	Hhon.darkgreen	unknown_1	HoiH23.orangered4	peptidergic
OG_5725	Tadh.mediumpurple3	peptidergic	TrH2.darkorange2	peptidergic	Hhon.darkgreen	unknown_1	HoiH23.cyan	gland
OG_5725	Tadh.mediumpurple3	peptidergic	TrH2.darkorange2	peptidergic	Hhon.darkgreen	unknown_1	HoiH23.salmon	gland
OG_5725	Tadh.mediumpurple3	peptidergic	TrH2.darkorange2	peptidergic	Hhon.darkgreen	unknown_1	HoiH23.sienna3	gland
OG_5725	Tadh.lightcyan	epithelia_gland_like	TrH2.red	peptidergic	Hhon.floralwhite	peptidergic	HoiH23.darkred	peptidergic
OG_5725	Tadh.lightcyan	epithelia_gland_like	TrH2.red	peptidergic	Hhon.floralwhite	peptidergic	HoiH23.darkslateblue	epithelia
OG_5725	Tadh.lightcyan	epithelia_gland_like	TrH2.red	peptidergic	Hhon.floralwhite	peptidergic	HoiH23.greenyellow	peptidergic
OG_5725	Tadh.lightcyan	epithelia_gland_like	TrH2.red	peptidergic	Hhon.floralwhite	peptidergic	HoiH23.orangered4	peptidergic
OG_5725	Tadh.lightcyan	epithelia_gland_like	TrH2.red	peptidergic	Hhon.floralwhite	peptidergic	HoiH23.cyan	gland
OG_5725	Tadh.lightcyan	epithelia_gland_like	TrH2.red	peptidergic	Hhon.floralwhite	peptidergic	HoiH23.salmon	gland
OG_5725	Tadh.lightcyan	epithelia_gland_like	TrH2.red	peptidergic	Hhon.floralwhite	peptidergic	HoiH23.sienna3	gland
OG_5725	Tadh.darkturquoise	epithelia_gland_like	TrH2.pink	unknown_1	Hhon.cyan	epithelia	HoiH23.darkred	peptidergic
